"start";"end";"Please select which group the respondent belongs to";"Please select which group the respondent belongs to/Local community";"Please select which group the respondent belongs to/Local government";"Please select which group the respondent belongs to/National government";"Please select which group the respondent belongs to/Regulator";"Please select which group the respondent belongs to/NGO/Civil Society";"Please select which group the respondent belongs to/Utility provider";"Please select which group the respondent belongs to/Other (please specify)";"Other (specify)";"How was the respondent affected by the construction of the dam?";"Other (specify)";"Do you understand the purpose of our research?";"Do you consent to participating in our research?";"How important is the river for you?";"How do you use the river?";"Drinking water";"Irrigation";"Washing and bathing";"Fishing for consumption";"Fishing to sell";"Tourism";"Cultural significance";"Transport";"Prevent climate change";"Protect biodiversity";"How important are forests for you?";"How do you use the forest?";"Firewood";"Collecting herbs / medicinal plants";"Food (animal)";"Food (fruits)";"Cultural significance";"Construction";"Livestock grazing";"Agriculture";"Prevent climate change";"Protect biodiversity";"Have you received any financial compensation following construction of the dam?";"Do you think you should have been compensated following construction of the dam?";"How did/will you receive this compensation?";"Are you happy with the amount of compensation?";"Are you happy with the timing of compensation?";"Do you have access to electricity?";"Do you receive any of these services from the dam?";"Electricity";"Irrigation";"Drinking water";"Employment";"How do you feel about the benefits you receive from the dam?";"Has any land that you own or rent been impacted by the dam?";"When did you hear about the construction of the dam?";"Did you have the opportunity to participate in decision-making?";"How did you participate in decision-making?";"How did you participate in decision-making? (other specify)";"Do you feel that decision-makers listened to you?";"Have you noticed a change in the environment around you following the construction of the dam?";"Have you noticed a change in the amount of wildlife around you following the construction of the dam?";"""Dam development has fairly balanced the needs for society, biodiversity conservation and energy generation"". Do you:";"How important are the following themes to you?";"1st choice";"2nd choice";"3rd choice";"4th choice";"5th choice";"How important are the following themes to you?";"1st choice";"2nd choice";"3rd choice";"What is your age?";"What gender do you identify with?";"What is your highest level of education?";"What is your current occupation?";"Other (specify)";"Please select all that apply";"Please select all that apply/Farming crops (for household)";"Please select all that apply/Farming crops (to sell)";"Please select all that apply/Fishing (for household)";"Please select all that apply/Fishing (to sell)";"Please select all that apply/Livestock (for household)";"Please select all that apply/Livestock (to sell)";"What was your occupation before the dam was built?";"Other (specify)";"Please select all that apply";"Please select all that apply/Farming crops (for household)";"Please select all that apply/Farming crops (to sell)";"Please select all that apply/Fishing (for household)";"Please select all that apply/Fishing (to sell)";"Please select all that apply/Livestock (for household)";"Please select all that apply/Livestock (to sell)";"In the last year, how many months have you received a salary or income?";"How many people live in your household?";"In the last year, how many people in your household received a salary or other source of income?";"Which of these do you have in your household?";"Which of these do you have in your household?/Bike";"Which of these do you have in your household?/Motorbike/scooter";"Which of these do you have in your household?/Car";"Which of these do you have in your household?/TV";"Which of these do you have in your household?/Radio";"Which of these do you have in your household?/Computer";"Which of these do you have in your household?/Washing machine";"Which of these do you have in your household?/Air conditioning";"Which of these do you have in your household?/Fan";"Which of these do you have in your household?/Bed";"Which of these do you have in your household?/Table";"Which of these do you have in your household?/Chairs";"Which of these do you have in your household?/Gas stove";"Which of these do you have in your household?/Microwave";"Which of these do you have in your household?/Fridge";"Which of these do you have in your household?/Freezer";"Which of these do you have in your household?/Pressure cooker";"Which of these do you have in your household?/Internet";"Which of these do you have in your household?/Water";"Which of these do you have in your household?/Electricity";"What country do you live in?";"What is your highest level of formal education?";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"_index"
"2023-06-15T10:38:49.566+05:30";"2023-06-15T10:42:26.553+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Very important";"";"Always";"Rarely ";"Mostly";"Sometimes";"Sometimes";"Rarely ";"Always";"Rarely ";"Always";"Always";"Very important";"";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"Less than half of the land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"No change";"Much more wildlife";"Strongly disagree";"";"Livelihood and economy";"Food security";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"";"Sustainable use of water and sanitation for all";"Sustainable economic growth and employment opportunities";"Peaceful and inclusive society";"57";"Man";"Secondary School";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"7";"1";"Motorbike/scooter TV Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"0";"1";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"245964460";"48f6f596-bac0-4911-9753-4cfa041fb4f1";"2023-06-15T05:12:28";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"88"
"2023-06-15T10:42:26.576+05:30";"2023-06-15T10:46:07.766+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Very important";"";"Always";"Always";"Always";"Rarely ";"Rarely ";"Sometimes";"Always";"Sometimes";"Always";"Always";"Very important";"";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Yes, but still waiting for payment";"";"";"Very unhappy";"Very unah";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"Half of the land";"Just when the construction work started";"Yes";"No opportunity to participate";"";"I was not included in the decision-making process";"No change";"Much less wildlife";"Disagree";"";"Protect biodiversity and environment";"Food security";"Livelihood and economy";"Regulate climate change";"Access to clean energy";"";"Education";"Health and wellbeing";"Food security ";"37";"Man";"Primary School";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"4";"1";"TV Fan Bed Table Chairs Gas stove Pressure cooker Internet Water Electricity";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"";"";"245965373";"acb94206-a70d-4a50-9fc0-5965248944ec";"2023-06-15T05:16:09";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"89"
"2023-06-15T10:46:07.789+05:30";"2023-06-15T10:52:30.065+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Very important";"";"Never";"Never";"Sometimes";"Sometimes";"Sometimes";"Sometimes";"Always";"Never";"Mostly";"Mostly";"Very important";"";"Mostly";"Rarely";"Always";"Mostly";"Sometimes";"Sometimes";"Always";"Rarely";"Always";"Always";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"0%";"25%-49%";"0%";"0%";"Very unhappy";"Two-thirds of the land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"Much more wildlife";"Strongly disagree";"";"Livelihood and economy";"Food security";"Protect biodiversity and environment";"Regulate climate change";"Access to clean energy";"";"Education";"Health and wellbeing";"Livelihood and economy";"45";"Man";"Secondary School";"Farming";"";"Farming crops (for household)";"1";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"5";"0";"Car TV Fan Bed Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"0";"0";"1";"1";"0";"0";"0";"0";"1";"1";"0";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"245966511";"57ce7a88-76a2-4ea2-8513-e9495b8b30eb";"2023-06-15T05:22:31";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"90"
"2023-06-15T10:52:30.093+05:30";"2023-06-15T10:57:04.323+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Very important";"";"Sometimes";"Never";"Sometimes";"Sometimes";"Never";"Sometimes";"Always";"Sometimes";"Sometimes";"Sometimes";"Very important";"";"Always";"Never";"Always";"Sometimes";"Always";"Sometimes";"Always";"Always";"Always";"Always";"Yes, but still waiting for payment";"";"";"Very unhappy";"Very unah";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"Two-thirds of the land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"No change";"Much more wildlife";"Neither agree or disagree";"";"Protect biodiversity and environment";"Access to clean energy";"Food security";"Livelihood and economy";"Regulate climate change";"";"Education";"Health and wellbeing";"Food security ";"60";"Man";"Primary School";"Other";"Driver";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"7";"2";"Motorbike/scooter Car TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"0";"1";"1";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"245967329";"62a0f5c6-dff7-42f9-a4b5-071c2b3d2af5";"2023-06-15T05:27:06";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"91"
"2023-06-15T10:57:04.348+05:30";"2023-06-15T11:01:06.744+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Very important";"";"Rarely ";"Never";"Rarely ";"Rarely ";"Rarely ";"Rarely ";"Rarely ";"Rarely ";"Rarely ";"Always";"Very important";"";"Always";"Never";"Always";"Sometimes";"Always";"Rarely";"Rarely";"Rarely";"Always";"Always";"Yes, but still waiting for payment";"";"";"Very unhappy";"Very unah";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"Half of the land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"Much less wildlife";"Neither agree or disagree";"";"Food security";"Livelihood and economy";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"";"Better infrastructure";"Education";"Livelihood and economy";"58";"Man";"No formal education";"Farming";"";"Farming crops (for household)";"1";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"5";"1";"Motorbike/scooter TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"245967927";"6bd95d75-ec4f-401f-a779-9d1d0dbc2ea2";"2023-06-15T05:31:07";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"92"
"2023-06-15T11:01:06.767+05:30";"2023-06-15T11:07:08.879+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Neutral";"";"Never";"Never";"Rarely ";"Never";"Never";"Never";"Always";"Never";"Never";"Never";"Very important";"";"Sometimes";"Sometimes";"Always";"Always";"Always";"Never";"Always";"Always";"Never";"Never";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"Two-thirds of the land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"Much more wildlife";"Strongly disagree";"";"Livelihood and economy";"Food security";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"";"Education";"Health and wellbeing";"Food security ";"65";"Man";"No formal education";"Farming";"";"Farming crops (for household)";"1";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"8";"";"Motorbike/scooter TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"245968979";"32198a92-a4df-4456-a946-4f9a40cbec7f";"2023-06-15T05:37:11";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"93"
"2023-06-15T11:07:08.906+05:30";"2023-06-15T11:12:21.779+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Very important";"";"Never";"Sometimes";"Mostly";"Never";"Never";"Sometimes";"Always";"Mostly";"Never";"Never";"Very important";"";"Mostly";"Mostly";"Mostly";"Mostly";"Always";"Never";"Never";"Never";"Never";"Never";"Yes, but still waiting for payment";"";"";"Very unhappy";"Very unah";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"Less than half of the land";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"No change";"Slightly less wildlife";"Strongly disagree";"";"Access to clean energy";"Food security";"Livelihood and economy";"Protect biodiversity and environment";"Regulate climate change";"";"Education";"Gender equality and women's empowerment";"Sustainable use of water and sanitation for all";"23";"Woman";"Undergraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"7";"1";"Motorbike/scooter TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"245969709";"b6ee7297-de35-410e-bbad-2fe4dac13bb4";"2023-06-15T05:42:23";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"94"
"2023-06-15T11:12:21.800+05:30";"2023-06-15T11:16:55.643+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Very important";"";"Never";"Never";"Mostly";"Never";"Never";"Never";"Always";"Never";"Never";"Never";"Very important";"";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Yes, but still waiting for payment";"";"One-off payment";"Very unhappy";"Very unah";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"The whole land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"Much more wildlife";"Strongly disagree";"";"Livelihood and economy";"Food security";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"";"Sustainable use of water and sanitation for all";"Food security ";"Health and wellbeing";"70";"Woman";"No formal education";"Farming";"";"Farming crops (for household)";"1";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"15";"1";"Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"245970595";"480e1266-3895-4ab7-952b-4739cced4092";"2023-06-15T05:46:57";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"95"
"2023-06-17T08:33:03.191+05:30";"2023-06-17T08:36:16.011+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Very important";"";"Rarely ";"Mostly";"Always";"Rarely ";"Never";"Rarely ";"Always";"Sometimes";"Mostly";"Mostly";"Very important";"";"Always";"Mostly";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"0%";"50%-74%";"0%";"0%";"Neutral";"Half of the land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"No change";"Slightly less wildlife";"Neither agree or disagree";"";"Access to clean energy";"Livelihood and economy";"Food security";"Regulate climate change";"Protect biodiversity and environment";"";"Sustainable use of water and sanitation for all";"Education";"Food security ";"68";"Woman";"No formal education";"Farming";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"7";"1";"Motorbike/scooter TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"246522781";"17b3be16-cf49-4f18-aa2e-b9439559b0f4";"2023-06-17T03:06:18";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"96"
"2023-06-17T08:36:16.030+05:30";"2023-06-17T11:05:42.634+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Important";"";"Never";"Sometimes";"Always";"Rarely ";"Rarely ";"Sometimes";"Mostly";"Rarely ";"Never";"Never";"Very important";"";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"0%";"25%-49%";"25%-49%";"0%";"Quite unhappy";"Half of the land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"Slightly less wildlife";"Neither agree or disagree";"";"Food security";"Protect biodiversity and environment";"Livelihood and economy";"Access to clean energy";"Regulate climate change";"";"Food security ";"Health and wellbeing";"Education";"47";"Woman";"Primary School";"Farming";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"6";"1";"Motorbike/scooter TV Fan Bed Chairs Gas stove Fridge Pressure cooker Water Electricity";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"0";"1";"1";"0";"1";"0";"1";"0";"1";"1";"";"";"246537445";"a7872b93-864e-44aa-bfd0-ea113fc26626";"2023-06-17T05:35:44";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"97"
"2023-06-17T11:05:42.665+05:30";"2023-06-17T11:09:35.199+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Very important";"";"Sometimes";"Sometimes";"Always";"Rarely ";"Rarely ";"Sometimes";"Mostly";"Sometimes";"Mostly";"Mostly";"Very important";"";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Yes, but still waiting for payment";"";"";"Quite unhappy";"Quite unhappy";"Yes, but sometimes power cut (two hours every day)";"";"0%";"0%";"0%";"0%";"Quite unhappy";"Half of the land";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"Slightly more wildlife";"Neither agree or disagree";"";"Protect biodiversity and environment";"Livelihood and economy";"Food security";"Access to clean energy";"Regulate climate change";"";"Education";"Sustainable use of water and sanitation for all";"Health and wellbeing";"29";"Woman";"Undergraduate degree";"Other";"Student";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"5";"1";"Motorbike/scooter TV Fan Bed Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"0";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"246537815";"a04c6b70-418a-4f31-a20c-664917efd2ed";"2023-06-17T05:39:37";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"98"
"2023-06-17T11:09:35.219+05:30";"2023-06-17T11:13:26.316+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Very important";"";"Sometimes";"Sometimes";"Mostly";"Rarely ";"Rarely ";"Mostly";"Mostly";"Sometimes";"Mostly";"Mostly";"Very important";"";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Quite unhappy";"Half of the land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's slightly more damaged";"Slightly less wildlife";"Disagree";"";"Food security";"Livelihood and economy";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"";"Peaceful and inclusive society";"Health and wellbeing";"Food security ";"54";"Woman";"Primary School";"Shop owner / small business";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"6";"1";"Motorbike/scooter TV Fan Bed Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"0";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"246538374";"41552e34-dee1-4a27-b5c3-30953b20c311";"2023-06-17T05:43:28";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"99"
"2023-06-17T11:13:26.336+05:30";"2023-06-17T11:16:40.416+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Not at all important";"";"Never";"Never";"Never";"Never";"Never";"Never";"Sometimes";"Never";"Never";"Never";"Very important";"";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"Always";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"0%";"0%";"0%";"0%";"Very unhappy";"The whole land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"Much more wildlife";"Strongly disagree";"";"Food security";"Livelihood and economy";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"";"Health and wellbeing";"Livelihood and economy";"Food security ";"78";"Woman";"No formal education";"Farming";"";"Farming crops (for household)";"1";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"5";"1";"TV Fan Bed Pressure cooker Water Electricity";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"";"";"246538702";"6721c05b-1e95-49ed-ad43-d0d7a61b0640";"2023-06-17T05:46:42";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"100"
"2023-06-17T11:16:40.438+05:30";"2023-06-17T11:22:10.240+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Very important";"";"Mostly";"Mostly";"Mostly";"Rarely ";"Rarely ";"Sometimes";"Mostly";"Sometimes";"Mostly";"Mostly";"Very important";"";"Mostly";"Mostly";"Always";"Always";"Mostly";"Sometimes";"Mostly";"Sometimes";"Mostly";"Mostly";"No, not compensated";"Yes";"";"";"";"Yes, always";"";"0%";"25%-49%";"25%-49%";"0%";"Quite unhappy";"Less than half of the land";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"It's much more damaged";"Slightly less wildlife";"Neither agree or disagree";"";"Food security";"Livelihood and economy";"Access to clean energy";"Protect biodiversity and environment";"Regulate climate change";"";"Sustainable economic growth and employment opportunities";"Gender equality and women's empowerment";"Peaceful and inclusive society";"25";"Man";"Undergraduate degree";"Other";"Student";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"7";"2";"Bike Motorbike/scooter TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"1";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"246539188";"9c6c3e4f-1bb6-4a30-b137-1fd60517115d";"2023-06-17T05:52:13";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"101"
"2023-06-17T11:22:10.266+05:30";"2023-06-17T11:26:10.035+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Very important";"";"Mostly";"Mostly";"Mostly";"Sometimes";"Rarely ";"Sometimes";"Mostly";"Sometimes";"Mostly";"Mostly";"Very important";"";"Always";"Always";"Always";"Always";"Always";"Sometimes";"Always";"Always";"Always";"Always";"Not applicable, no compensation due";"No";"";"";"";"Yes, always";"";"0%";"50%-74%";"50%-74%";"0%";"Very happy";"No impact";"When it was already constructed";"No";"";"";"I was not included in the decision-making process";"It's much more healthy";"No change";"Agree";"";"Access to clean energy";"Livelihood and economy";"Food security";"Protect biodiversity and environment";"Regulate climate change";"";"Health and wellbeing";"Livelihood and economy";"Education";"32";"Man";"Professional course/vocational qualification";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"4";"2";"Bike Motorbike/scooter Car TV Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"";"";"246539555";"e6970e01-e398-4880-bbad-4b3aba8f0438";"2023-06-17T05:56:12";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"102"
"2023-06-17T11:26:10.054+05:30";"2023-06-17T11:30:26.955+05:30";"Local community";"1";"0";"0";"0";"0";"0";"0";"";"Affected but not displaced (downstream)";"";"Yes";"Yes";"Very important";"";"Mostly";"Mostly";"Mostly";"Rarely ";"Rarely ";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Very important";"";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Mostly";"Yes, but still waiting for payment";"";"";"Neutral";"Quite unhappy";"Yes, always";"";"0%";"50%-74%";"50%-74%";"0%";"Quite happy";"Less than half of the land";"Just when the construction work started";"No";"";"";"I was not included in the decision-making process";"No change";"No change";"Agree";"";"Food security";"Access to clean energy";"Livelihood and economy";"Protect biodiversity and environment";"Regulate climate change";"";"Peaceful and inclusive society";"Sustainable use of water and sanitation for all";"Education";"66";"Man";"Postgraduate degree";"Skilled worker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12";"5";"4";"Bike Motorbike/scooter Car TV Computer Washing machine Fan Bed Table Chairs Gas stove Microwave Fridge Pressure cooker Internet Water Electricity";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"";"";"246539976";"6911a333-524d-4a01-8b93-c79c70c38fb5";"2023-06-17T06:00:29";"";"";"submitted_via_web";"";"vA7vs9paSQhS75w8MmDFq8";"";"103"
