start,end,please_select_which_group_the_respondent_belongs_to,please_select_which_group_the_respondent_belongs_to_local_community,please_select_which_group_the_respondent_belongs_to_local_government,please_select_which_group_the_respondent_belongs_to_national_government,please_select_which_group_the_respondent_belongs_to_regulator,please_select_which_group_the_respondent_belongs_to_ngo_civil_society,please_select_which_group_the_respondent_belongs_to_utility_provider,please_select_which_group_the_respondent_belongs_to_other_please_specify,other_specify_11,how_was_the_respondent_affected_by_the_construction_of_the_dam,other_specify_13,do_you_understand_the_purpose_of_our_research,do_you_consent_to_participating_in_our_research,how_important_is_the_river_for_you,how_do_you_use_the_river,drinking_water_18,irrigation_19,washing_and_bathing,fishing_for_consumption,fishing_to_sell,tourism,cultural_significance_24,transport,prevent_climate_change_26,protect_biodiversity_27,how_important_are_forests_for_you,how_do_you_use_the_forest,firewood,collecting_herbs_medicinal_plants,food_animal,food_fruits,cultural_significance_34,construction,livestock_grazing,agriculture,prevent_climate_change_38,protect_biodiversity_39,have_you_received_any_financial_compensation_following_construction_of_the_dam,do_you_think_you_should_have_been_compensated_following_construction_of_the_dam,how_did_will_you_receive_this_compensation,are_you_happy_with_the_amount_of_compensation,are_you_happy_with_the_timing_of_compensation,do_you_have_access_to_electricity,do_you_receive_any_of_these_services_from_the_dam,electricity,irrigation_48,drinking_water_49,employment,how_do_you_feel_about_the_benefits_you_receive_from_the_dam,has_any_land_that_you_own_or_rent_been_impacted_by_the_dam,when_did_you_hear_about_the_construction_of_the_dam,did_you_have_the_opportunity_to_participate_in_decision_making,how_did_you_participate_in_decision_making,how_did_you_participate_in_decision_making_other_specify,do_you_feel_that_decision_makers_listened_to_you,have_you_noticed_a_change_in_the_environment_around_you_following_the_construction_of_the_dam,have_you_noticed_a_change_in_the_amount_of_wildlife_around_you_following_the_construction_of_the_dam,dam_development_has_fairly_balanced_the_needs_for_society_biodiversity_conservation_and_energy_generation_do_you,how_important_are_the_following_themes_to_you_61,x1st_choice_62,x2nd_choice_63,x3rd_choice_64,x4th_choice,x5th_choice,how_important_are_the_following_themes_to_you_67,x1st_choice_68,x2nd_choice_69,x3rd_choice_70,what_is_your_age,what_gender_do_you_identify_with,what_is_your_highest_level_of_education,what_is_your_current_occupation,other_specify_75,please_select_all_that_apply_76,please_select_all_that_apply_farming_crops_for_household_77,please_select_all_that_apply_farming_crops_to_sell_78,please_select_all_that_apply_fishing_for_household_79,please_select_all_that_apply_fishing_to_sell_80,please_select_all_that_apply_livestock_for_household_81,please_select_all_that_apply_livestock_to_sell_82,what_was_your_occupation_before_the_dam_was_built,other_specify_84,please_select_all_that_apply_85,please_select_all_that_apply_farming_crops_for_household_86,please_select_all_that_apply_farming_crops_to_sell_87,please_select_all_that_apply_fishing_for_household_88,please_select_all_that_apply_fishing_to_sell_89,please_select_all_that_apply_livestock_for_household_90,please_select_all_that_apply_livestock_to_sell_91,in_the_last_year_how_many_months_have_you_received_a_salary_or_income,how_many_people_live_in_your_household,in_the_last_year_how_many_people_in_your_household_received_a_salary_or_other_source_of_income,which_of_these_do_you_have_in_your_household,which_of_these_do_you_have_in_your_household_bike,which_of_these_do_you_have_in_your_household_motorbike_scooter,which_of_these_do_you_have_in_your_household_car,which_of_these_do_you_have_in_your_household_tv,which_of_these_do_you_have_in_your_household_radio,which_of_these_do_you_have_in_your_household_computer,which_of_these_do_you_have_in_your_household_washing_machine,which_of_these_do_you_have_in_your_household_air_conditioning,which_of_these_do_you_have_in_your_household_fan,which_of_these_do_you_have_in_your_household_bed,which_of_these_do_you_have_in_your_household_table,which_of_these_do_you_have_in_your_household_chairs,which_of_these_do_you_have_in_your_household_gas_stove,which_of_these_do_you_have_in_your_household_microwave,which_of_these_do_you_have_in_your_household_fridge,which_of_these_do_you_have_in_your_household_freezer,which_of_these_do_you_have_in_your_household_pressure_cooker,which_of_these_do_you_have_in_your_household_internet,which_of_these_do_you_have_in_your_household_water,which_of_these_do_you_have_in_your_household_electricity,what_country_do_you_live_in,what_is_your_highest_level_of_formal_education,id,uuid,submission_time,validation_status,notes,status,submitted_by,version,tags,index
2023-06-20T04:47:05Z,2023-06-20T04:49:36Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Important,NA,Never,Rarely ,Mostly,Rarely ,Never,Sometimes,Mostly,Sometimes,Mostly,Mostly,Very important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,50%-74%,50%-74%,0%,Neutral,Half of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's slightly more damaged,Slightly less wildlife,Neither agree or disagree,NA,Livelihood and economy,Protect biodiversity and environment,Food security,Access to clean energy,Regulate climate change,NA,Education,Health and wellbeing,Food security ,45,Woman,Secondary School,Farming,NA,Farming crops (for household),1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,Motorbike/scooter TV Fan Bed Gas stove Fridge Pressure cooker Internet Water Electricity,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,NA,NA,247156875,d7202327-fb04-493b-8948-2661c9264c12,2023-06-20T04:49:39Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,106
2023-06-20T04:49:36Z,2023-06-20T04:52:22Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,NA,Important,NA,Sometimes,Sometimes,Mostly,Sometimes,Rarely ,Sometimes,Mostly,Sometimes,Sometimes,Sometimes,Very important,NA,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Quite unhappy,Half of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's slightly more healthy,Slightly less wildlife,Neither agree or disagree,NA,Access to clean energy,Food security,Livelihood and economy,Protect biodiversity and environment,Regulate climate change,NA,Sustainable use of water and sanitation for all,Health and wellbeing,Food security ,65,Man,Secondary School,Shop owner / small business,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,Bike Motorbike/scooter TV Computer Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,247157281,3282ab05-c98c-4249-913e-25114399a07f,2023-06-20T04:52:25Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,107
2023-06-20T04:52:22Z,2023-06-20T04:55:52Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Very important,NA,Mostly,Mostly,Mostly,Mostly,Rarely ,Sometimes,Mostly,Mostly,Mostly,Mostly,Very important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Quite unhappy,Less than half of the land,When it was already constructed,No,NA,NA,I was not included in the decision-making process,It's slightly more damaged,Slightly more wildlife,Disagree,NA,Access to clean energy,Livelihood and economy,Food security,Protect biodiversity and environment,Regulate climate change,NA,Education,Health and wellbeing,Livelihood and economy,21,Woman,Undergraduate degree,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,Motorbike/scooter TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,247157841,c2e5240b-2ece-4cb7-92b7-c876ba9840e2,2023-06-20T04:55:56Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,108
2023-06-20T04:55:52Z,2023-06-20T04:58:42Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Important,NA,Mostly,Mostly,Mostly,Mostly,Rarely ,Mostly,Mostly,Mostly,Mostly,Mostly,Very important,NA,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,"Yes, but still waiting for payment",NA,NA,Neutral,Quite unhappy,"Yes, always",NA,0%,50%-74%,50%-74%,0%,Quite happy,Half of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's slightly more damaged,Slightly less wildlife,Neither agree or disagree,NA,Food security,Livelihood and economy,Protect biodiversity and environment,Access to clean energy,Regulate climate change,NA,Health and wellbeing,Livelihood and economy,Food security ,54,Man,No formal education,Farming,NA,Farming crops (for household),1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,Motorbike/scooter TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,NA,NA,247158105,24e6e829-2c80-4b00-ab36-1e8f6f4a26fa,2023-06-20T04:58:45Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,109
2023-06-20T04:58:42Z,2023-06-20T05:06:01Z,Local community,1,0,0,0,0,0,0,NA,Affected but not displaced (downstream),NA,Yes,Yes,Very important,NA,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Very important,NA,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,"No, not compensated",Yes,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Very unhappy,Half of the land,Just when the construction work started,No,NA,NA,I was not included in the decision-making process,It's slightly more damaged,Slightly less wildlife,Disagree,NA,Livelihood and economy,Food security,Protect biodiversity and environment,Access to clean energy,Regulate climate change,NA,Livelihood and economy,Food security ,Health and wellbeing,48,Woman,No formal education,Farming,NA,Farming crops (for household),1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Motorbike/scooter TV Fan Bed Table Chairs Gas stove Fridge Pressure cooker Water Electricity,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,NA,NA,247159513,78258b4a-4464-4c02-879c-db05b8a923a8,2023-06-20T05:06:09Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,110
2023-06-20T13:27:39Z,2023-06-20T13:32:39Z,Local community,1,0,0,0,0,0,0,NA,Not affected (far from dam),NA,Yes,No,Important,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Very important,NA,Never,Never,Never,Never,Never,Never,Never,Never,Always,Always,"Not applicable, no compensation due",No,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Very happy,No impact,One year before the construction work started,No,NA,NA,"Yes, all",No change,No change,Agree,NA,Access to clean energy,Food security,Regulate climate change,Livelihood and economy,Protect biodiversity and environment,NA,Livelihood and economy,Food security ,Health and wellbeing,29,Man,Postgraduate degree,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TV Computer Washing machine Table Gas stove Microwave Internet Water Electricity,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,NA,NA,247292462,1b4c8971-8d84-4806-8286-f60a7bc112f5,2023-06-20T13:32:39Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,111
2023-06-20T15:04:11Z,2023-06-20T15:05:20Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Food security,Livelihood and economy,Access to clean energy,Protect biodiversity and environment,Regulate climate change,NA,Health and wellbeing,Education,Food security ,37,Man,Postgraduate degree,Tourism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1500,150,Bike Motorbike/scooter Car TV Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Freezer Pressure cooker Internet Water Electricity,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,247321582,8a324536-3a45-494e-a03e-97348c05b808,2023-06-20T15:05:22Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,112
2023-06-20T15:23:15Z,2023-06-20T15:30:52Z,Other (please specify),0,0,0,0,0,0,1,Come citizen,Not affected (far from dam),NA,No,Yes,Very important,NA,Sometimes,NA,NA,NA,NA,Sometimes,NA,NA,NA,NA,Important,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes,NA,"Not applicable, no compensation due",No,NA,NA,NA,"Yes, always",NA,25%-49%,NA,25%-49%,NA,Neutral,No impact,When it was already constructed,No,NA,NA,Not all,No change,No change,Neither agree or disagree,NA,Livelihood and economy,Food security,Access to clean energy,Protect biodiversity and environment,Regulate climate change,NA,Health and wellbeing,Livelihood and economy,Sustainable economic growth and employment opportunities,20,Man,Undergraduate degree,Other,Working in govt. sector,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6,3,Bike Motorbike/scooter Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Microwave Fridge Pressure cooker Internet Water Electricity,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,247328795,07655bb5-02aa-47b1-b184-26475d5fad65,2023-06-20T15:30:54Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,113
2023-06-21T05:34:18Z,2023-06-21T05:36:47Z,Local community,1,0,0,0,0,0,0,NA,Not affected (far from dam),NA,Yes,Yes,Very important,NA,Never,Never,Never,Never,Never,Sometimes,Mostly,Sometimes,Always,Always,Very important,NA,Never,Rarely,Never,Never,Always,Never,Never,Never,Always,Always,"Not applicable, no compensation due",No,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Very happy,No impact,When it was already constructed,No,NA,NA,I was not included in the decision-making process,No change,No change,Agree,NA,Protect biodiversity and environment,Regulate climate change,Access to clean energy,Livelihood and economy,Food security,NA,Protect biodiversity and environment,Sustainable economic growth and employment opportunities,Gender equality and women's empowerment,26,Woman,Postgraduate degree,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,3,Bike Motorbike/scooter Car TV Radio Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Microwave Fridge Freezer Pressure cooker Internet Water Electricity,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,247452340,14fdec6b-dab7-4f7c-adbe-cfa2cfc160f5,2023-06-21T05:36:49Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,114
2023-06-21T05:36:47Z,2023-06-21T05:38:53Z,Local community,1,0,0,0,0,0,0,NA,Not affected (far from dam),NA,Yes,Yes,Very important,NA,Never,Never,Never,Never,Never,Sometimes,Always,Sometimes,Always,Always,Very important,NA,Never,Never,Never,Never,Always,Never,Never,Never,Always,Always,"Not applicable, no compensation due",No,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Quite happy,No impact,When it was already constructed,No,NA,NA,I was not included in the decision-making process,No change,No change,Strongly agree,NA,Food security,Livelihood and economy,Protect biodiversity and environment,Access to clean energy,Regulate climate change,NA,Sustainable use of water and sanitation for all,Education,Health and wellbeing,24,Woman,Postgraduate degree,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,3,Bike Motorbike/scooter Car TV Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,247452765,f879ab57-9852-48f6-ad3d-dec116ef2919,2023-06-21T05:38:55Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,115
2023-06-21T05:38:53Z,2023-06-21T05:41:15Z,Local community,1,0,0,0,0,0,0,NA,Not affected (far from dam),NA,Yes,Yes,Very important,NA,Never,Never,Never,Never,Never,Sometimes,Mostly,Sometimes,Always,Always,Very important,NA,Never,Never,Never,Never,Always,Never,Never,Never,Always,Always,"Not applicable, no compensation due",No,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Quite happy,No impact,When it was already constructed,No,NA,NA,I was not included in the decision-making process,No change,No change,Agree,NA,Protect biodiversity and environment,Regulate climate change,Access to clean energy,Food security,Livelihood and economy,NA,Gender equality and women's empowerment,Sustainable economic growth and employment opportunities,Sustainable cities and human development,28,Man,Doctorate degree,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,3,Bike Motorbike/scooter TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Microwave Fridge Pressure cooker Internet Water Electricity,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,NA,NA,247453069,ec63a7ca-5386-4363-a447-78852eb5387a,2023-06-21T05:41:17Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,116
2023-06-21T05:41:15Z,2023-06-21T05:43:52Z,Local community,1,0,0,0,0,0,0,NA,Not affected (far from dam),NA,Yes,Yes,Important,NA,Rarely ,Rarely ,Rarely ,Never,Never,Sometimes,Mostly,Rarely ,Always,Always,Very important,NA,Never,Never,Never,Never,Sometimes,Never,Never,Never,Always,Always,"Not applicable, no compensation due",No,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Quite happy,No impact,When it was already constructed,No,NA,NA,I was not included in the decision-making process,It's slightly more healthy,No change,Agree,NA,Protect biodiversity and environment,Regulate climate change,Access to clean energy,Livelihood and economy,Food security,NA,Sustainable use of water and sanitation for all,Gender equality and women's empowerment,Reduce inequality among and within countries,29,Woman,Doctorate degree,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,3,Bike Motorbike/scooter Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Microwave Fridge Freezer Pressure cooker Internet Water Electricity,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,247453565,a4adce43-5c68-4a23-a9c1-db20f9fd2e98,2023-06-21T05:43:54Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,117
2023-06-21T05:43:52Z,2023-06-21T05:48:18Z,Local community,1,0,0,0,0,0,0,NA,Not affected (far from dam),NA,Yes,Yes,Very important,NA,Rarely ,Rarely ,Rarely ,Rarely ,Never,Sometimes,Mostly,Rarely ,Always,Always,Very important,NA,Never,Never,Never,Never,Mostly,Never,Never,Never,Always,Always,"Not applicable, no compensation due",No,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Neutral,No impact,When it was already constructed,No,NA,NA,I was not included in the decision-making process,No change,No change,Neither agree or disagree,NA,Regulate climate change,Protect biodiversity and environment,Access to clean energy,Livelihood and economy,Food security,NA,Education,Health and wellbeing,Livelihood and economy,31,Man,Undergraduate degree,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,4,Bike Motorbike/scooter Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,247454166,47a8365d-01e4-4af4-9c34-61d9470025f7,2023-06-21T05:48:19Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,118
2023-06-21T05:48:18Z,2023-06-21T05:51:06Z,Local community,1,0,0,0,0,0,0,NA,Not affected (far from dam),NA,Yes,Yes,Very important,NA,Rarely ,Never,Never,Never,Never,Sometimes,Mostly,Rarely ,Always,Always,Very important,NA,Never,Rarely,Never,Never,Mostly,Never,Never,Never,Mostly,Mostly,"Not applicable, no compensation due",No,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Very happy,No impact,When it was already constructed,No,NA,NA,I was not included in the decision-making process,No change,No change,Agree,NA,Regulate climate change,Protect biodiversity and environment,Access to clean energy,Livelihood and economy,Food security,NA,Sustainable use of water and sanitation for all,Sustainable economic growth and employment opportunities,Gender equality and women's empowerment,30,Woman,Undergraduate degree,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,3,Bike Motorbike/scooter Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,247454750,4a06863e-0218-4f4f-944b-9945069a39dd,2023-06-21T05:51:08Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,119
2023-06-21T05:51:06Z,2023-06-21T05:54:01Z,Local community,1,0,0,0,0,0,0,NA,Not affected (far from dam),NA,Yes,Yes,Very important,NA,Rarely ,Never,Never,Never,Never,Sometimes,Mostly,Sometimes,Always,Always,Very important,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,"Not applicable, no compensation due",No,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Neutral,No impact,When it was already constructed,No,NA,NA,I was not included in the decision-making process,No change,No change,Neither agree or disagree,NA,Access to clean energy,Protect biodiversity and environment,Regulate climate change,Livelihood and economy,Food security,NA,Access to clean energy,Protect biodiversity and environment,Gender equality and women's empowerment,22,Woman,Undergraduate degree,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7,6,Bike Motorbike/scooter TV Computer Washing machine Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,247455241,6fb5fd59-efb9-4491-b829-8facc6733d69,2023-06-21T05:54:04Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,120
2023-06-21T05:54:01Z,2023-06-21T05:56:51Z,Local community,1,0,0,0,0,0,0,NA,Not affected (far from dam),NA,Yes,Yes,Very important,NA,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Always,Always,Very important,NA,Never,Never,Never,Never,Sometimes,Never,Never,Never,Always,Always,"Not applicable, no compensation due",No,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Neutral,No impact,When it was already constructed,No,NA,NA,I was not included in the decision-making process,It's slightly more damaged,No change,Neither agree or disagree,NA,Livelihood and economy,Protect biodiversity and environment,Food security,Access to clean energy,Regulate climate change,NA,Education,Gender equality and women's empowerment,Health and wellbeing,29,Woman,Undergraduate degree,Skilled worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,3,Bike Motorbike/scooter TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Fridge Pressure cooker Internet Water Electricity,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,NA,NA,247455700,6536db60-8ba7-4fde-828a-048c3c013806,2023-06-21T05:56:53Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,121
2023-06-21T05:56:51Z,2023-06-21T05:59:51Z,Local community,1,0,0,0,0,0,0,NA,Not affected (far from dam),NA,Yes,Yes,Very important,NA,Rarely ,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Mostly,Mostly,Very important,NA,Never,Never,Never,Never,Sometimes,Never,Never,Never,Mostly,Mostly,"Not applicable, no compensation due",No,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Neutral,No impact,When it was already constructed,No,NA,NA,I was not included in the decision-making process,No change,No change,Neither agree or disagree,NA,Access to clean energy,Protect biodiversity and environment,Regulate climate change,Livelihood and economy,Food security,NA,Access to clean energy,Sustainable economic growth and employment opportunities,Gender equality and women's empowerment,32,Man,Secondary School,Shop owner / small business,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6,2,Bike Motorbike/scooter Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Fridge Freezer Pressure cooker Internet Water Electricity,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,247456144,2acb03a1-b3c4-41e3-8cea-3f1a033ff092,2023-06-21T05:59:52Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,122
2023-06-21T05:59:51Z,2023-06-21T06:02:28Z,Local community,1,0,0,0,0,0,0,NA,Not affected (far from dam),NA,Yes,Yes,Very important,NA,Rarely ,Never,Never,Never,Never,Rarely ,Sometimes,Rarely ,Rarely ,Rarely ,Very important,NA,Rarely,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,Rarely,"Not applicable, no compensation due",No,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Neutral,No impact,When it was already constructed,No,NA,NA,I was not included in the decision-making process,No change,No change,Neither agree or disagree,NA,Regulate climate change,Protect biodiversity and environment,Access to clean energy,Food security,Livelihood and economy,NA,Education,Health and wellbeing,Livelihood and economy,27,Woman,Undergraduate degree,Shop owner / small business,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6,2,Bike Motorbike/scooter Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Fridge Freezer Pressure cooker Internet Water Electricity,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,247456863,d9b3f005-fb7c-4d87-9058-d3623fa99a8c,2023-06-21T06:02:30Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,123
2023-06-21T06:02:29Z,2023-06-21T06:05:24Z,Local community,1,0,0,0,0,0,0,NA,Not affected (far from dam),NA,Yes,Yes,Very important,NA,Rarely ,Never,Never,Never,Never,Rarely ,Sometimes,Sometimes,Sometimes,Sometimes,Very important,NA,Never,Never,Never,Never,Never,Never,Never,Never,Mostly,Mostly,"Not applicable, no compensation due",No,NA,NA,NA,"Yes, always",NA,0%,0%,0%,0%,Neutral,No impact,When it was already constructed,No,NA,NA,I was not included in the decision-making process,It's slightly more damaged,Slightly more wildlife,Agree,NA,Livelihood and economy,Access to clean energy,Protect biodiversity and environment,Food security,Regulate climate change,NA,Livelihood and economy,Health and wellbeing,Food security ,34,Man,Secondary School,Shop owner / small business,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,8,2,Bike Motorbike/scooter Car TV Computer Washing machine Air conditioning Fan Bed Table Chairs Gas stove Fridge Freezer Pressure cooker Internet Water Electricity,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,247457451,06f1e7b1-1330-4cf1-94e3-e28fa22ab651,2023-06-21T06:05:26Z,NA,NA,submitted_via_web,NA,vA7vs9paSQhS75w8MmDFq8,NA,124
